title,origin,year,decision,criterio,motivo,decision_final,resolucion
On the hedging benefits of REITs: The role of risk aversion and market states,WoS only,2021,UNCERTAIN,AMBIGUO,"No es claro si la aversion al riesgo utilizada es un indice agregado de mercado o un constructo conductual individual del inversionista; el enfoque central es una estrategia de cobertura, no el perfil del inversionista.",EXCLUDE,"Excluido por decision explicita del autor de la tesis (2026-08-16): ante la duda sobre ajuste con los criterios de poblacion/constructo/activo, se opta por excluir por precaucion. Registro identificado queda disponible para reconsideracion en fases posteriores si se requiere."
When do investors gamble in the stock market?,WoS only,2021,INCLUDE,"I1,I2,I3,I4","Basado en teoria de las perspectivas, estudia cuando los inversionistas realizan trading motivado por apuesta (busqueda de retornos tipo loteria) en el mercado bursatil chino.",INCLUDE,
Bank risk-taking and market discipline: Evidence from CoCo bonds in Korea,WoS only,2020,EXCLUDE,E4,"Estudia la disciplina de mercado sobre la toma de riesgo bancario mediante bonos CoCo, un fenomeno de riesgo corporativo/institucional sin angulo conductual del inversionista individual.",EXCLUDE,
A STUDY ON BEHAVIOURAL TRAITS OF RISK AVERSE INVESTORS : EVIDENCES FROM INDIA,WoS only,2020,INCLUDE,"I1,I2,I3,I4",Estudia rasgos conductuales asociados a la aversion al riesgo en inversionistas individuales indios mediante encuesta.,INCLUDE,
An Empirical Study on the Influence of the Basic Medical Insurance for Urban and Rural Residents on Family Financial Asset Allocation,WoS only,2021,INCLUDE,"I1,I2,I3,I4",Examina como la participacion en seguro medico basico modifica la percepcion y actitud de riesgo de los hogares al asignar activos riesgosos frente a libres de riesgo.,EXCLUDE,"Validacion por muestreo (2026-08-16): segunda pasada IA independiente (ciega) decidio 'UNCERTAIN' (discrepancia con la clasificacion original 'INCLUDE'). Motivo de la segunda pasada: El foco principal es el efecto de una política de seguro médico sobre la asignación de activos familiares; la percepción/actitud de riesgo aparece solo como mecanismo mediador secundario, por lo que el cumplimiento de I1-I3 es discutible. Resuelto EXCLUDE aplicando la misma regla de precaucion del autor (ante desacuerdo/duda entre revisores, excluir)."
RISK MEASURE OPTIMIZATION: PERCEIVED RISK AND OVERCONFIDENCE OF STRUCTURED PRODUCT INVESTORS,WoS only,2019,INCLUDE,"I1,I2,I3,I4",Construye modelos de riesgo percibido y exceso de confianza de inversionistas individuales en productos financieros estructurados.,INCLUDE,
Diversification Benefits of REIT Preferred and Common Stock: New Evidence from a Utility-based Framework,WoS only,2020,INCLUDE,"I1,I2,I3,I4","Segmenta inversionistas por nivel de aversion al riesgo para evaluar beneficios de diversificacion de REIT, aportando evidencia teorica sobre perfilamiento por riesgo.",INCLUDE,
Asset-Level Transparency and the (E)valuation of Asset-Backed Securities,WoS only,2022,EXCLUDE,E6,"Examina el efecto de la divulgacion de informacion a nivel de activo sobre la valoracion de valores respaldados por activos por parte de agencias calificadoras, sin constructo de riesgo conductual del inversionista.",EXCLUDE,
Managers' skills and fund flows in the Japanese mutual fund market,WoS only,2022,EXCLUDE,E6,"Analiza la sensibilidad de los flujos de fondos mutuos al desempeno (alfa) de los gestores mediante modelos de valoracion de activos, sin examinar un sesgo o perfil de riesgo conductual especifico.",EXCLUDE,
Modeling Asset Pricing Using Behavioral Variables: Fama- Macbeth Approach,WoS only,2021,EXCLUDE,E6,"Modela el pricing de activos a nivel de firma en la bolsa de Teheran usando variables conductuales agregadas (sentimiento, comportamiento de trading), sin poblacion de inversionistas individuales.",EXCLUDE,
MANAGERIAL AVERSION AND CAPITAL STRUCTURE: EVIDENCE FROM SOUTHEAST ASIA,WoS only,2020,EXCLUDE,E4,"Estudia la aversion gerencial (directivos) y su efecto en la estructura de capital y valoracion de mercado de firmas, un fenomeno corporativo sin angulo del inversionista individual.",EXCLUDE,
Understanding the Psyche of Retail Investors in India and Their Reactions towards Market Highs and Lows While Making Investment Decisions during the Times of Covid-19,WoS only,2021,INCLUDE,"I1,I2,I3,I4","Analiza la psicologia de inversionistas minoristas indios, su perfil de riesgo y reacciones ante maximos y minimos del mercado durante COVID-19.",INCLUDE,
A Theory of Credit Rating Criteria,WoS only,2025,EXCLUDE,E6,"Propone una teoria sobre los criterios de calificacion crediticia de valores por agencias calificadoras, sin relacion con el perfil de riesgo conductual del inversionista individual.",EXCLUDE,
Clustering Dutch citizens into behavioural phenotypes to understand green energy investment preferences,WoS only,2025,EXCLUDE,I4,"El objeto de inversion son mejoras energeticas residenciales (activo fisico), no activos financieros, aunque se perfile a los ciudadanos por fenotipos conductuales.",EXCLUDE,
Unraveling the role of personality in equity markets,WoS only,2026,INCLUDE,"I1,I2,I3,I4","Integra rasgos de personalidad, autoeficacia financiera y tolerancia al riesgo individual para explicar las intenciones de inversion en renta variable de inversionistas individuales.",INCLUDE,
FROM NEWS TO CHARTS: RETHINKING MARKET PREDICTION WITH MULTIMODAL AI,WoS only,2026,UNCERTAIN,AMBIGUO,"El foco principal es un modelo de IA multimodal para prediccion de mercado; los constructos conductuales (aversion a la perdida, herding) se usan solo como marco interpretativo, no como objeto medido en inversionistas.",EXCLUDE,"Excluido por decision explicita del autor de la tesis (2026-08-16): ante la duda sobre ajuste con los criterios de poblacion/constructo/activo, se opta por excluir por precaucion. Registro identificado queda disponible para reconsideracion en fases posteriores si se requiere."
Time-frequency connectedness and extreme dependencies in stock sector markets of the Chinese and US economies,WoS only,2026,EXCLUDE,E6,Analiza la conectividad e interdependencia extrema entre mercados sectoriales bursatiles de China y EE.UU. sin estudiar un constructo de riesgo conductual del inversionista.,EXCLUDE,
Does Anticipated Regret Affect the Predictability of Stock Returns?,WoS only,2026,INCLUDE,"I1,I2,I3,I4",Modelo teorico sobre inversionistas averso al arrepentimiento (sesgo conductual relacionado con aversion a la perdida) y su efecto en la prediccion de retornos accionarios.,INCLUDE,
Investment motives and performance expectations of impact investors☆,WoS only,2024,INCLUDE,"I1,I2,I3,I4","Analiza motivos y expectativas de desempeno de inversionistas minoristas de impacto, incluyendo sesgos en la revision de expectativas tras experimentar perdidas.",EXCLUDE,"Validacion por muestreo (2026-08-16): segunda pasada IA independiente (ciega) decidio 'UNCERTAIN' (discrepancia con la clasificacion original 'INCLUDE'). Motivo de la segunda pasada: El foco es la formación de expectativas de rendimiento según motivos financieros/no financieros de inversionistas de impacto, sin un sesgo o rasgo de riesgo conductual claramente definido, cumplimiento marginal de I2. Resuelto EXCLUDE aplicando la misma regla de precaucion del autor (ante desacuerdo/duda entre revisores, excluir)."
Firms' uncertainty perception and asset-debt maturity mismatch,WoS only,2024,EXCLUDE,E4,"Estudia la percepcion de incertidumbre de firmas listadas chinas y su efecto en el desajuste de vencimientos activo-pasivo, un fenomeno corporativo sin angulo del inversionista individual.",EXCLUDE,
An insight of financial literacy and artificial intelligence to mitigate behavioral biases: a bibliometric and systematic review analysis using SPAR-4-SLR,WoS only,2025,INCLUDE,"I1,I2,I3,I4",Revision bibliometrica y sistematica sobre alfabetizacion financiera e inteligencia artificial para mitigar sesgos conductuales en decisiones de inversion.,INCLUDE,
Energy systems for climate change mitigation: A systematic review,WoS only,2020,EXCLUDE,E2,"Revision sistematica sobre sistemas energeticos para mitigacion del cambio climatico a nivel de sistema, sin angulo de comportamiento del inversionista individual.",EXCLUDE,
Determinants of mobile apps adoption by retail investors for online trading in emerging financial markets,WoS only,2023,UNCERTAIN,AMBIGUO,"El marco central es la adopcion tecnologica (UTAUT) de aplicaciones moviles de trading por inversionistas minoristas; el riesgo percibido aparece solo como variable secundaria, marginal respecto al constructo central de perfil de riesgo conductual.",EXCLUDE,"Excluido por decision explicita del autor de la tesis (2026-08-16): ante la duda sobre ajuste con los criterios de poblacion/constructo/activo, se opta por excluir por precaucion. Registro identificado queda disponible para reconsideracion en fases posteriores si se requiere."
Examining the Effect of Fear on Investment Decisions and Interpreting It with Psychological Factors: A Research on Turkiye2,WoS only,2023,INCLUDE,"I1,I2,I3,I4","Examina el efecto del miedo y sesgos conductuales (aversion a la perdida, evitacion del arrepentimiento, herding) sobre las decisiones de inversion en instrumentos financieros en Turquia.",INCLUDE,
The Role of Emotions and Knowledge on Preference for Uncertainty: Follow Your Heart but Listen to Your Brain!,WoS only,2023,EXCLUDE,E6,"La poblacion estudiada son concursantes de un programa de television, no inversionistas ni personas tomando decisiones de inversion en mercados financieros.",EXCLUDE,
"Income, trading, and performance: Evidence from retail investors",WoS only,2022,INCLUDE,"I1,I2,I3,I4",Examina como el ingreso del hogar influye en el estilo de trading y la toma de riesgo (activos tipo loteria) de inversionistas minoristas.,INCLUDE,
Moderation effect of pleasure seeking and loss aversion in the relationship between personality traits and risky investment intention,WoS only,2021,INCLUDE,"I1,I2,I3,I4",Analiza el efecto moderador de la busqueda de placer y la aversion a la perdida entre rasgos de personalidad e intencion de inversion riesgosa.,INCLUDE,
Analyzing stock market trends using social media user moods and social influence,WoS only,2019,INCLUDE,"I1,I2,I3,I4",Estudia la influencia social mediante estados de animo en redes sociales sobre comportamientos irracionales de inversionistas y tendencias del mercado bursatil.,INCLUDE,
Biased short: Short sellers' disposition effect and limits to arbitrage,WoS only,2020,INCLUDE,"I1,I2,I3,I4",Investiga el efecto disposicion (sesgo conductual) en vendedores en corto de acciones y su relacion con los limites al arbitraje.,INCLUDE,
Is there an endogeneity problem between health and apartment value? Gender differences and the impact of obesity on property self-evaluation,WoS only,2022,EXCLUDE,I4,"El objeto de estudio es la autoevaluacion del valor de apartamentos (activo fisico inmobiliario propio), no una decision de inversion en activos financieros ni un constructo central de riesgo conductual del inversionista.",EXCLUDE,
Analysis of attention on venture capital: A method of complex network on time series,WoS only,2020,EXCLUDE,E6,"Analiza series de tiempo de atencion de busqueda en internet sobre capital de riesgo mediante redes complejas, sin constructo de riesgo conductual del inversionista.",EXCLUDE,
The status quo and the investment decisions,WoS only,2020,EXCLUDE,E4,"Estudia el sesgo de status quo en las decisiones de inversion de firmas de capital de riesgo (VC), poblacion institucional, no inversionistas individuales.",EXCLUDE,
Resistance to change in the financial management of small family-owned firms: a grounded theory of family firms in Laos,WoS only,2020,EXCLUDE,E4,"Teoria fundamentada sobre resistencia al cambio en la gestion financiera de firmas familiares, un fenomeno de gestion corporativa sin angulo del inversionista individual.",EXCLUDE,
Pricing Efficiency and Bounded Rationality: Evidence Based on the Responses Surrounding GICS Real Estate Category Creation,WoS only,2020,INCLUDE,"I1,I2,I3,I4","Evidencia efectos de encuadre (framing, relacionado con anclaje/teoria de las perspectivas) y racionalidad limitada entre inversionistas tras la reclasificacion sectorial de REIT.",INCLUDE,
